natural_text,bayan_code,logic_explanation,lang,entities,actions,states,split,id
at the market: Teacher performs advise for Student,Teacher.advise(Student); Student.focus += 0.2,Advice improves student focus,en,"[""Teacher"", ""Student""]","[""advise""]","[""focus""]",train,ex386
في السوق: طبيب يقوم بـطمأنة لـ مريض,طبيب.طمأنة(مريض); مريض.خوف -= 0.25,الطمأنة تقلل الخوف,ar,"[""طبيب"", ""مريض""]","[""طمأنة""]","[""خوف""]",train,ex387
at the hospital: heat on Object,Object.heat(); Object.temperature += 0.3; Object.energy -= 0.05,Heating raises temperature,en,"[""Object""]","[""heat""]","[""temperature"", ""energy""]",train,ex388
في العمل: مدرب يقوم بـتشجيع لـ عدّاء,مدرب.تشجيع(عدّاء); عدّاء.سرعة += 0.2,التشجيع يرفع سرعة العدّاء,ar,"[""مدرب"", ""عدّاء""]","[""تشجيع""]","[""سرعة""]",train,ex389
at school: Doctor performs reassure for Patient,Doctor.reassure(Patient); Patient.fear -= 0.25,Reassurance reduces fear,en,"[""Doctor"", ""Patient""]","[""reassure""]","[""fear""]",train,ex390
علي في السوق يقوم بفعل 'مواساة' مع فاطمة,علي.مواساة(فاطمة); فاطمة.حزن -= 0.3,المواساة تقلل الحزن,ar,"[""علي"", ""فاطمة""]","[""مواساة""]","[""حزن""]",train,ex391
in the park: Teacher performs advise for Student,Teacher.advise(Student); Student.focus += 0.2,Advice improves student focus,en,"[""Teacher"", ""Student""]","[""advise""]","[""focus""]",train,ex392
في المستشفى: سحب على كرة_معدنية,كرة_معدنية.سحب(); كرة_معدنية.سرعة += 0.1; كرة_معدنية.طاقة -= 0.05,السحب يغير السرعة وقد يقلل الطاقة,ar,"[""كرة_معدنية""]","[""سحب""]","[""سرعة"", ""طاقة""]",train,ex393
at the hospital: Coach performs encourage for Runner,Coach.encourage(Runner); Runner.speed += 0.2,Encouragement increases runner speed,en,"[""Coach"", ""Runner""]","[""encourage""]","[""speed""]",train,ex394
في المستشفى: معلّم يقوم بـنصح لـ طالب,معلّم.نصح(طالب); طالب.تركيز += 0.2,النصح يحسن تركيز الطالب,ar,"[""معلّم"", ""طالب""]","[""نصح""]","[""تركيز""]",train,ex395
at work: Coach performs encourage for Runner,Coach.encourage(Runner); Runner.speed += 0.2,Encouragement increases runner speed,en,"[""Coach"", ""Runner""]","[""encourage""]","[""speed""]",train,ex396
في المستشفى: دفع على جسم,جسم.دفع(); جسم.سرعة += 0.2; جسم.طاقة -= 0.05,الدفع يزيد السرعة وفق القوة والكتلة,ar,"[""جسم""]","[""دفع""]","[""سرعة"", ""طاقة""]",train,ex397
Noor at work performs 'apologize' with Fatimah,Noor.apologize(Fatimah); Fatimah.anger -= 0.2; Fatimah.trust += 0.1,Apology reduces anger and slightly increases trust,en,"[""Noor"", ""Fatimah""]","[""apologize""]","[""anger"", ""trust""]",train,ex398
في الحديقة: معلّم يقوم بـنصح لـ طالب,معلّم.نصح(طالب); طالب.تركيز += 0.2,النصح يحسن تركيز الطالب,ar,"[""معلّم"", ""طالب""]","[""نصح""]","[""تركيز""]",train,ex399
at the market: accelerate on Car,Car.accelerate(); Car.speed += 0.25,Acceleration raises speed,en,"[""Car""]","[""accelerate""]","[""speed""]",train,ex400
ليلى في المدرسة يقوم بفعل 'نصح' مع خالد,ليلى.نصح(خالد); خالد.تركيز += 0.2,النصح بالهدوء يحسن التركيز,ar,"[""ليلى"", ""خالد""]","[""نصح""]","[""تركيز""]",val,ex401
in the park: cool on Box,Box.cool(); Box.temperature -= 0.3,Cooling lowers temperature,en,"[""Box""]","[""cool""]","[""temperature""]",val,ex402
في العمل: تسخين على ماء,ماء.تسخين(); ماء.حرارة += 0.3; ماء.طاقة -= 0.05,التسخين يرفع الحرارة,ar,"[""ماء""]","[""تسخين""]","[""حرارة"", ""طاقة""]",val,ex403
at the market: Coach performs encourage for Runner,Coach.encourage(Runner); Runner.speed += 0.2,Encouragement increases runner speed,en,"[""Coach"", ""Runner""]","[""encourage""]","[""speed""]",val,ex404
علي في البيت يقوم بفعل 'تشجيع' مع محمد,علي.تشجيع(محمد); محمد.ثقة += 0.25,التشجيع يرفع الثقة,ar,"[""علي"", ""محمد""]","[""تشجيع""]","[""ثقة""]",val,ex405
at school: push on Box,Box.push(); Box.speed += 0.2; Box.energy -= 0.05,Pushing increases speed based on force and mass,en,"[""Box""]","[""push""]","[""speed"", ""energy""]",val,ex406
ليلى في الحديقة يقوم بفعل 'تقديم_وجبة' مع مريم,ليلى.تقديم_وجبة(مريم); مريم.جوع -= 0.4; مريم.امتنان += 0.3,الطعام يقلل الجوع ويزيد الامتنان,ar,"[""ليلى"", ""مريم""]","[""تقديم_وجبة""]","[""جوع"", ""امتنان""]",val,ex407
Mohammed at home performs 'advise' with Ali,Mohammed.advise(Ali); Ali.focus += 0.2,Advice to stay calm improves focus,en,"[""Mohammed"", ""Ali""]","[""advise""]","[""focus""]",val,ex408
فاطمة في المدرسة يقوم بفعل 'تهنئة' مع علي,فاطمة.تهنئة(علي); علي.سعادة += 0.2,التهنئة ترفع السعادة,ar,"[""فاطمة"", ""علي""]","[""تهنئة""]","[""سعادة""]",val,ex409
Noor at work performs 'encourage' with Sarah,Noor.encourage(Sarah); Sarah.trust += 0.25,Encouragement increases trust,en,"[""Noor"", ""Sarah""]","[""encourage""]","[""trust""]",val,ex410
نور في المدرسة يقوم بفعل 'مواساة' مع علي,نور.مواساة(علي); علي.حزن -= 0.3,المواساة تقلل الحزن,ar,"[""نور"", ""علي""]","[""مواساة""]","[""حزن""]",val,ex411
at the market: push on Box,Box.push(); Box.speed += 0.2; Box.energy -= 0.05,Pushing increases speed based on force and mass,en,"[""Box""]","[""push""]","[""speed"", ""energy""]",val,ex412
في العمل: دفع على كرة_معدنية,كرة_معدنية.دفع(); كرة_معدنية.سرعة += 0.2; كرة_معدنية.طاقة -= 0.05,الدفع يزيد السرعة وفق القوة والكتلة,ar,"[""كرة_معدنية""]","[""دفع""]","[""سرعة"", ""طاقة""]",val,ex413
at the hospital: Doctor performs reassure for Patient,Doctor.reassure(Patient); Patient.fear -= 0.25,Reassurance reduces fear,en,"[""Doctor"", ""Patient""]","[""reassure""]","[""fear""]",val,ex414
في المستشفى: مدرب يقوم بـتشجيع لـ عدّاء,مدرب.تشجيع(عدّاء); عدّاء.سرعة += 0.2,التشجيع يرفع سرعة العدّاء,ar,"[""مدرب"", ""عدّاء""]","[""تشجيع""]","[""سرعة""]",val,ex415
Noor at work performs 'apologize' with Fatimah,Noor.apologize(Fatimah); Fatimah.anger -= 0.2; Fatimah.trust += 0.1,Apology reduces anger and slightly increases trust,en,"[""Noor"", ""Fatimah""]","[""apologize""]","[""anger"", ""trust""]",val,ex416
في المستشفى: طبيب يقوم بـطمأنة لـ مريض,طبيب.طمأنة(مريض); مريض.خوف -= 0.25,الطمأنة تقلل الخوف,ar,"[""طبيب"", ""مريض""]","[""طمأنة""]","[""خوف""]",val,ex417
at the market: Teacher performs advise for Student,Teacher.advise(Student); Student.focus += 0.2,Advice improves student focus,en,"[""Teacher"", ""Student""]","[""advise""]","[""focus""]",val,ex418
مريم في السوق يقوم بفعل 'نصح' مع يوسف,مريم.نصح(يوسف); يوسف.تركيز += 0.2,النصح بالهدوء يحسن التركيز,ar,"[""مريم"", ""يوسف""]","[""نصح""]","[""تركيز""]",val,ex419
at work: Doctor performs reassure for Patient,Doctor.reassure(Patient); Patient.fear -= 0.25,Reassurance reduces fear,en,"[""Doctor"", ""Patient""]","[""reassure""]","[""fear""]",val,ex420
أحمد في السوق يقوم بفعل 'تقديم_وجبة' مع ليلى,أحمد.تقديم_وجبة(ليلى); ليلى.جوع -= 0.4; ليلى.امتنان += 0.3,الطعام يقلل الجوع ويزيد الامتنان,ar,"[""أحمد"", ""ليلى""]","[""تقديم_وجبة""]","[""جوع"", ""امتنان""]",val,ex421
in the park: accelerate on Ball,Ball.accelerate(); Ball.speed += 0.25,Acceleration raises speed,en,"[""Ball""]","[""accelerate""]","[""speed""]",val,ex422
يوسف في الحديقة يقوم بفعل 'تشجيع' مع مريم,يوسف.تشجيع(مريم); مريم.ثقة += 0.25,التشجيع يرفع الثقة,ar,"[""يوسف"", ""مريم""]","[""تشجيع""]","[""ثقة""]",val,ex423
Fatimah at school performs 'encourage' with Khaled,Fatimah.encourage(Khaled); Khaled.trust += 0.25,Encouragement increases trust,en,"[""Fatimah"", ""Khaled""]","[""encourage""]","[""trust""]",val,ex424
في الحديقة: طبيب يقوم بـطمأنة لـ مريض,طبيب.طمأنة(مريض); مريض.خوف -= 0.25,الطمأنة تقلل الخوف,ar,"[""طبيب"", ""مريض""]","[""طمأنة""]","[""خوف""]",val,ex425
Khaled in the park performs 'encourage' with Layla,Khaled.encourage(Layla); Layla.trust += 0.25,Encouragement increases trust,en,"[""Khaled"", ""Layla""]","[""encourage""]","[""trust""]",val,ex426
في المستشفى: تبريد على كرة_معدنية,كرة_معدنية.تبريد(); كرة_معدنية.حرارة -= 0.3,التبريد يخفض الحرارة,ar,"[""كرة_معدنية""]","[""تبريد""]","[""حرارة""]",val,ex427
Fatimah at work performs 'encourage' with Mohammed,Fatimah.encourage(Mohammed); Mohammed.trust += 0.25,Encouragement increases trust,en,"[""Fatimah"", ""Mohammed""]","[""encourage""]","[""trust""]",val,ex428
في المستشفى: تسخين على صندوق,صندوق.تسخين(); صندوق.حرارة += 0.3; صندوق.طاقة -= 0.05,التسخين يرفع الحرارة,ar,"[""صندوق""]","[""تسخين""]","[""حرارة"", ""طاقة""]",val,ex429
at school: accelerate on MetalBall,MetalBall.accelerate(); MetalBall.speed += 0.25,Acceleration raises speed,en,"[""MetalBall""]","[""accelerate""]","[""speed""]",val,ex430
في الحديقة: طبيب يقوم بـطمأنة لـ مريض,طبيب.طمأنة(مريض); مريض.خوف -= 0.25,الطمأنة تقلل الخوف,ar,"[""طبيب"", ""مريض""]","[""طمأنة""]","[""خوف""]",val,ex431
Youssef at school performs 'encourage' with Ali,Youssef.encourage(Ali); Ali.trust += 0.25,Encouragement increases trust,en,"[""Youssef"", ""Ali""]","[""encourage""]","[""trust""]",val,ex432
في المستشفى: تسخين على ماء,ماء.تسخين(); ماء.حرارة += 0.3; ماء.طاقة -= 0.05,التسخين يرفع الحرارة,ar,"[""ماء""]","[""تسخين""]","[""حرارة"", ""طاقة""]",val,ex433
Sarah at the hospital performs 'advise' with Layla,Sarah.advise(Layla); Layla.focus += 0.2,Advice to stay calm improves focus,en,"[""Sarah"", ""Layla""]","[""advise""]","[""focus""]",val,ex434
سارة في المدرسة يقوم بفعل 'مواساة' مع خالد,سارة.مواساة(خالد); خالد.حزن -= 0.3,المواساة تقلل الحزن,ar,"[""سارة"", ""خالد""]","[""مواساة""]","[""حزن""]",val,ex435
Maryam at work performs 'apologize' with Mohammed,Maryam.apologize(Mohammed); Mohammed.anger -= 0.2; Mohammed.trust += 0.1,Apology reduces anger and slightly increases trust,en,"[""Maryam"", ""Mohammed""]","[""apologize""]","[""anger"", ""trust""]",val,ex436
في المدرسة: تسريع على كرة_معدنية,كرة_معدنية.تسريع(); كرة_معدنية.سرعة += 0.25,التسريع يرفع السرعة,ar,"[""كرة_معدنية""]","[""تسريع""]","[""سرعة""]",val,ex437
at work: heat on MetalBall,MetalBall.heat(); MetalBall.temperature += 0.3; MetalBall.energy -= 0.05,Heating raises temperature,en,"[""MetalBall""]","[""heat""]","[""temperature"", ""energy""]",val,ex438
في العمل: مدرب يقوم بـتشجيع لـ عدّاء,مدرب.تشجيع(عدّاء); عدّاء.سرعة += 0.2,التشجيع يرفع سرعة العدّاء,ar,"[""مدرب"", ""عدّاء""]","[""تشجيع""]","[""سرعة""]",val,ex439
Youssef at the hospital performs 'comfort' with Khaled,Youssef.comfort(Khaled); Khaled.sadness -= 0.3,Comforting reduces sadness,en,"[""Youssef"", ""Khaled""]","[""comfort""]","[""sadness""]",val,ex440
في العمل: طبيب يقوم بـطمأنة لـ مريض,طبيب.طمأنة(مريض); مريض.خوف -= 0.25,الطمأنة تقلل الخوف,ar,"[""طبيب"", ""مريض""]","[""طمأنة""]","[""خوف""]",val,ex441
Khaled at home performs 'serve_meal' with Noor,Khaled.serve_meal(Noor); Noor.hunger -= 0.4; Noor.gratitude += 0.3,Serving food reduces hunger and increases gratitude,en,"[""Khaled"", ""Noor""]","[""serve_meal""]","[""hunger"", ""gratitude""]",val,ex442
في البيت: سحب على ماء,ماء.سحب(); ماء.سرعة += 0.1; ماء.طاقة -= 0.05,السحب يغير السرعة وقد يقلل الطاقة,ar,"[""ماء""]","[""سحب""]","[""سرعة"", ""طاقة""]",val,ex443
Fatimah at home performs 'congratulate' with Maryam,Fatimah.congratulate(Maryam); Maryam.happiness += 0.2,Congratulations increase happiness,en,"[""Fatimah"", ""Maryam""]","[""congratulate""]","[""happiness""]",val,ex444
في العمل: مدرب يقوم بـتشجيع لـ عدّاء,مدرب.تشجيع(عدّاء); عدّاء.سرعة += 0.2,التشجيع يرفع سرعة العدّاء,ar,"[""مدرب"", ""عدّاء""]","[""تشجيع""]","[""سرعة""]",val,ex445
Sarah at the hospital performs 'advise' with Maryam,Sarah.advise(Maryam); Maryam.focus += 0.2,Advice to stay calm improves focus,en,"[""Sarah"", ""Maryam""]","[""advise""]","[""focus""]",val,ex446
ليلى في السوق يقوم بفعل 'نصح' مع نور,ليلى.نصح(نور); نور.تركيز += 0.2,النصح بالهدوء يحسن التركيز,ar,"[""ليلى"", ""نور""]","[""نصح""]","[""تركيز""]",val,ex447
Youssef at home performs 'apologize' with Ali,Youssef.apologize(Ali); Ali.anger -= 0.2; Ali.trust += 0.1,Apology reduces anger and slightly increases trust,en,"[""Youssef"", ""Ali""]","[""apologize""]","[""anger"", ""trust""]",val,ex448
في المستشفى: مدرب يقوم بـتشجيع لـ عدّاء,مدرب.تشجيع(عدّاء); عدّاء.سرعة += 0.2,التشجيع يرفع سرعة العدّاء,ar,"[""مدرب"", ""عدّاء""]","[""تشجيع""]","[""سرعة""]",val,ex449
at the hospital: Doctor performs reassure for Patient,Doctor.reassure(Patient); Patient.fear -= 0.25,Reassurance reduces fear,en,"[""Doctor"", ""Patient""]","[""reassure""]","[""fear""]",val,ex450
مريم في البيت يقوم بفعل 'تهنئة' مع أحمد,مريم.تهنئة(أحمد); أحمد.سعادة += 0.2,التهنئة ترفع السعادة,ar,"[""مريم"", ""أحمد""]","[""تهنئة""]","[""سعادة""]",test,ex451
at work: Teacher performs advise for Student,Teacher.advise(Student); Student.focus += 0.2,Advice improves student focus,en,"[""Teacher"", ""Student""]","[""advise""]","[""focus""]",test,ex452
محمد في السوق يقوم بفعل 'تقديم_وجبة' مع علي,محمد.تقديم_وجبة(علي); علي.جوع -= 0.4; علي.امتنان += 0.3,الطعام يقلل الجوع ويزيد الامتنان,ar,"[""محمد"", ""علي""]","[""تقديم_وجبة""]","[""جوع"", ""امتنان""]",test,ex453
Mohammed at home performs 'encourage' with Khaled,Mohammed.encourage(Khaled); Khaled.trust += 0.25,Encouragement increases trust,en,"[""Mohammed"", ""Khaled""]","[""encourage""]","[""trust""]",test,ex454
في المستشفى: طبيب يقوم بـطمأنة لـ مريض,طبيب.طمأنة(مريض); مريض.خوف -= 0.25,الطمأنة تقلل الخوف,ar,"[""طبيب"", ""مريض""]","[""طمأنة""]","[""خوف""]",test,ex455
Youssef at home performs 'comfort' with Mohammed,Youssef.comfort(Mohammed); Mohammed.sadness -= 0.3,Comforting reduces sadness,en,"[""Youssef"", ""Mohammed""]","[""comfort""]","[""sadness""]",test,ex456
في المدرسة: معلّم يقوم بـنصح لـ طالب,معلّم.نصح(طالب); طالب.تركيز += 0.2,النصح يحسن تركيز الطالب,ar,"[""معلّم"", ""طالب""]","[""نصح""]","[""تركيز""]",test,ex457
at school: Teacher performs advise for Student,Teacher.advise(Student); Student.focus += 0.2,Advice improves student focus,en,"[""Teacher"", ""Student""]","[""advise""]","[""focus""]",test,ex458
يوسف في المستشفى يقوم بفعل 'تشجيع' مع علي,يوسف.تشجيع(علي); علي.ثقة += 0.25,التشجيع يرفع الثقة,ar,"[""يوسف"", ""علي""]","[""تشجيع""]","[""ثقة""]",test,ex459
at school: Teacher performs advise for Student,Teacher.advise(Student); Student.focus += 0.2,Advice improves student focus,en,"[""Teacher"", ""Student""]","[""advise""]","[""focus""]",test,ex460
في المستشفى: معلّم يقوم بـنصح لـ طالب,معلّم.نصح(طالب); طالب.تركيز += 0.2,النصح يحسن تركيز الطالب,ar,"[""معلّم"", ""طالب""]","[""نصح""]","[""تركيز""]",test,ex461
Ahmed in the park performs 'serve_meal' with Layla,Ahmed.serve_meal(Layla); Layla.hunger -= 0.4; Layla.gratitude += 0.3,Serving food reduces hunger and increases gratitude,en,"[""Ahmed"", ""Layla""]","[""serve_meal""]","[""hunger"", ""gratitude""]",test,ex462
في السوق: طبيب يقوم بـطمأنة لـ مريض,طبيب.طمأنة(مريض); مريض.خوف -= 0.25,الطمأنة تقلل الخوف,ar,"[""طبيب"", ""مريض""]","[""طمأنة""]","[""خوف""]",test,ex463
at the hospital: Coach performs encourage for Runner,Coach.encourage(Runner); Runner.speed += 0.2,Encouragement increases runner speed,en,"[""Coach"", ""Runner""]","[""encourage""]","[""speed""]",test,ex464
أحمد في الحديقة يقوم بفعل 'نصح' مع مريم,أحمد.نصح(مريم); مريم.تركيز += 0.2,النصح بالهدوء يحسن التركيز,ar,"[""أحمد"", ""مريم""]","[""نصح""]","[""تركيز""]",test,ex465
at home: cool on Object,Object.cool(); Object.temperature -= 0.3,Cooling lowers temperature,en,"[""Object""]","[""cool""]","[""temperature""]",test,ex466
في المدرسة: دفع على سيارة,سيارة.دفع(); سيارة.سرعة += 0.2; سيارة.طاقة -= 0.05,الدفع يزيد السرعة وفق القوة والكتلة,ar,"[""سيارة""]","[""دفع""]","[""سرعة"", ""طاقة""]",test,ex467
Ahmed at the hospital performs 'comfort' with Maryam,Ahmed.comfort(Maryam); Maryam.sadness -= 0.3,Comforting reduces sadness,en,"[""Ahmed"", ""Maryam""]","[""comfort""]","[""sadness""]",test,ex468
في العمل: تسريع على سيارة,سيارة.تسريع(); سيارة.سرعة += 0.25,التسريع يرفع السرعة,ar,"[""سيارة""]","[""تسريع""]","[""سرعة""]",test,ex469
at school: Teacher performs advise for Student,Teacher.advise(Student); Student.focus += 0.2,Advice improves student focus,en,"[""Teacher"", ""Student""]","[""advise""]","[""focus""]",test,ex470
في المستشفى: معلّم يقوم بـنصح لـ طالب,معلّم.نصح(طالب); طالب.تركيز += 0.2,النصح يحسن تركيز الطالب,ar,"[""معلّم"", ""طالب""]","[""نصح""]","[""تركيز""]",test,ex471
at school: push on Water,Water.push(); Water.speed += 0.2; Water.energy -= 0.05,Pushing increases speed based on force and mass,en,"[""Water""]","[""push""]","[""speed"", ""energy""]",test,ex472
في البيت: مدرب يقوم بـتشجيع لـ عدّاء,مدرب.تشجيع(عدّاء); عدّاء.سرعة += 0.2,التشجيع يرفع سرعة العدّاء,ar,"[""مدرب"", ""عدّاء""]","[""تشجيع""]","[""سرعة""]",test,ex473
Fatimah at school performs 'serve_meal' with Noor,Fatimah.serve_meal(Noor); Noor.hunger -= 0.4; Noor.gratitude += 0.3,Serving food reduces hunger and increases gratitude,en,"[""Fatimah"", ""Noor""]","[""serve_meal""]","[""hunger"", ""gratitude""]",test,ex474
في العمل: تسريع على صندوق,صندوق.تسريع(); صندوق.سرعة += 0.25,التسريع يرفع السرعة,ar,"[""صندوق""]","[""تسريع""]","[""سرعة""]",test,ex475
Ahmed at the hospital performs 'apologize' with Ali,Ahmed.apologize(Ali); Ali.anger -= 0.2; Ali.trust += 0.1,Apology reduces anger and slightly increases trust,en,"[""Ahmed"", ""Ali""]","[""apologize""]","[""anger"", ""trust""]",test,ex476
في السوق: سحب على كرة_معدنية,كرة_معدنية.سحب(); كرة_معدنية.سرعة += 0.1; كرة_معدنية.طاقة -= 0.05,السحب يغير السرعة وقد يقلل الطاقة,ar,"[""كرة_معدنية""]","[""سحب""]","[""سرعة"", ""طاقة""]",test,ex477
at work: push on Box,Box.push(); Box.speed += 0.2; Box.energy -= 0.05,Pushing increases speed based on force and mass,en,"[""Box""]","[""push""]","[""speed"", ""energy""]",test,ex478
ليلى في البيت يقوم بفعل 'اعتذار' مع سارة,ليلى.اعتذار(سارة); سارة.غضب -= 0.2; سارة.ثقة += 0.1,الاعتذار يقلل الغضب ويزيد الثقة قليلًا,ar,"[""ليلى"", ""سارة""]","[""اعتذار""]","[""غضب"", ""ثقة""]",test,ex479
Khaled at the market performs 'apologize' with Mohammed,Khaled.apologize(Mohammed); Mohammed.anger -= 0.2; Mohammed.trust += 0.1,Apology reduces anger and slightly increases trust,en,"[""Khaled"", ""Mohammed""]","[""apologize""]","[""anger"", ""trust""]",test,ex480
محمد في العمل يقوم بفعل 'اعتذار' مع علي,محمد.اعتذار(علي); علي.غضب -= 0.2; علي.ثقة += 0.1,الاعتذار يقلل الغضب ويزيد الثقة قليلًا,ar,"[""محمد"", ""علي""]","[""اعتذار""]","[""غضب"", ""ثقة""]",test,ex481
Ali at home performs 'serve_meal' with Fatimah,Ali.serve_meal(Fatimah); Fatimah.hunger -= 0.4; Fatimah.gratitude += 0.3,Serving food reduces hunger and increases gratitude,en,"[""Ali"", ""Fatimah""]","[""serve_meal""]","[""hunger"", ""gratitude""]",test,ex482
نور في البيت يقوم بفعل 'تهنئة' مع أحمد,نور.تهنئة(أحمد); أحمد.سعادة += 0.2,التهنئة ترفع السعادة,ar,"[""نور"", ""أحمد""]","[""تهنئة""]","[""سعادة""]",test,ex483
in the park: heat on Water,Water.heat(); Water.temperature += 0.3; Water.energy -= 0.05,Heating raises temperature,en,"[""Water""]","[""heat""]","[""temperature"", ""energy""]",test,ex484
في المدرسة: تسخين على كرة,كرة.تسخين(); كرة.حرارة += 0.3; كرة.طاقة -= 0.05,التسخين يرفع الحرارة,ar,"[""كرة""]","[""تسخين""]","[""حرارة"", ""طاقة""]",test,ex485
Layla in the park performs 'congratulate' with Sarah,Layla.congratulate(Sarah); Sarah.happiness += 0.2,Congratulations increase happiness,en,"[""Layla"", ""Sarah""]","[""congratulate""]","[""happiness""]",test,ex486
في العمل: دفع على كرة_معدنية,كرة_معدنية.دفع(); كرة_معدنية.سرعة += 0.2; كرة_معدنية.طاقة -= 0.05,الدفع يزيد السرعة وفق القوة والكتلة,ar,"[""كرة_معدنية""]","[""دفع""]","[""سرعة"", ""طاقة""]",test,ex487
at the market: Doctor performs reassure for Patient,Doctor.reassure(Patient); Patient.fear -= 0.25,Reassurance reduces fear,en,"[""Doctor"", ""Patient""]","[""reassure""]","[""fear""]",test,ex488
في المدرسة: مدرب يقوم بـتشجيع لـ عدّاء,مدرب.تشجيع(عدّاء); عدّاء.سرعة += 0.2,التشجيع يرفع سرعة العدّاء,ar,"[""مدرب"", ""عدّاء""]","[""تشجيع""]","[""سرعة""]",test,ex489
at the market: accelerate on Water,Water.accelerate(); Water.speed += 0.25,Acceleration raises speed,en,"[""Water""]","[""accelerate""]","[""speed""]",test,ex490
خالد في البيت يقوم بفعل 'تهنئة' مع نور,خالد.تهنئة(نور); نور.سعادة += 0.2,التهنئة ترفع السعادة,ar,"[""خالد"", ""نور""]","[""تهنئة""]","[""سعادة""]",test,ex491
at the hospital: Doctor performs reassure for Patient,Doctor.reassure(Patient); Patient.fear -= 0.25,Reassurance reduces fear,en,"[""Doctor"", ""Patient""]","[""reassure""]","[""fear""]",test,ex492
خالد في البيت يقوم بفعل 'تهنئة' مع محمد,خالد.تهنئة(محمد); محمد.سعادة += 0.2,التهنئة ترفع السعادة,ar,"[""خالد"", ""محمد""]","[""تهنئة""]","[""سعادة""]",test,ex493
Ahmed at school performs 'comfort' with Maryam,Ahmed.comfort(Maryam); Maryam.sadness -= 0.3,Comforting reduces sadness,en,"[""Ahmed"", ""Maryam""]","[""comfort""]","[""sadness""]",test,ex494
سارة في السوق يقوم بفعل 'تشجيع' مع أحمد,سارة.تشجيع(أحمد); أحمد.ثقة += 0.25,التشجيع يرفع الثقة,ar,"[""سارة"", ""أحمد""]","[""تشجيع""]","[""ثقة""]",test,ex495
Ali at home performs 'apologize' with Youssef,Ali.apologize(Youssef); Youssef.anger -= 0.2; Youssef.trust += 0.1,Apology reduces anger and slightly increases trust,en,"[""Ali"", ""Youssef""]","[""apologize""]","[""anger"", ""trust""]",test,ex496
في المدرسة: معلّم يقوم بـنصح لـ طالب,معلّم.نصح(طالب); طالب.تركيز += 0.2,النصح يحسن تركيز الطالب,ar,"[""معلّم"", ""طالب""]","[""نصح""]","[""تركيز""]",test,ex497
Sarah at school performs 'encourage' with Maryam,Sarah.encourage(Maryam); Maryam.trust += 0.25,Encouragement increases trust,en,"[""Sarah"", ""Maryam""]","[""encourage""]","[""trust""]",test,ex498
ليلى في السوق يقوم بفعل 'تقديم_وجبة' مع مريم,ليلى.تقديم_وجبة(مريم); مريم.جوع -= 0.4; مريم.امتنان += 0.3,الطعام يقلل الجوع ويزيد الامتنان,ar,"[""ليلى"", ""مريم""]","[""تقديم_وجبة""]","[""جوع"", ""امتنان""]",test,ex499
in the park: cool on Box,Box.cool(); Box.temperature -= 0.3,Cooling lowers temperature,en,"[""Box""]","[""cool""]","[""temperature""]",test,ex500
